stars;text;title;totalScore
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;War bei desginaustellung;Hofburg Wien;4,7
5;Wunderbar f�r Sisi Freunde;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Muss jeder einmal im Leben besucht haben;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Good place to look around in Vienna.;Hofburg Wien;4,7
5;Great hostory;Hofburg Wien;4,7
5;La residenza di sissi con annesso museo molto interessante la vera storia di sissi;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Nice place;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;One of the best places in Vienna;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;??????? ????? ??? ????, ????? ??????? ?? ??????!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Visite splendide ! La premi�re partie est consacr�e enti�rement � Sissi (plein d'objets en lien avec elle, une statue, plusieurs robes reproduites, reproduction de son wagon personnel!...). Puis il y a les appartements imp�riaux. On commence par chez Franz puis on continue par les appartements de Sissi (chambre, salle de sport/bureau, salle de bain, salons...). On finit avec la salle � manger. De quoi rester un bon moment. Petit b�mol : pas possible de faire des photos m�me sans flash. Le billet � 15� inclut aussi le mus�e de l'argenterie et �a vaut le coup d'y faire un tour m�me rapide.;Hofburg Wien;4,7
5;Great Scenery and great to visit for free.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;"??????????????????????????????????????????????????????????????

??????????????????????????????????????????????

????????????????????????????????????????(15�)?????????????????1??????????????????????????????????????
??????????????????????????????????

????????????????????????(?????????????)

????????????????????????????????????????????????????
???????????????????????????

???????????????????????????????????????????????????????????????????????????????????

?????????????????????????????????(????????????????????????????????????????????????)

????????????????????????????????????????????????????????????????????????????????????????????????????????????

?????????????????????????????????????????????????????????????

??????????????????????????????????????????????????????????????
??????????????????????????????????????????????????????????

??????????????????????????????????????????????????????

????????????????????????????????????????????????????(44.9�)???????????????????????????????????????????????(14.9�)??????????????(7.9�??????????)???????
???????????????13�?????????????????????

????????????????????????";Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Incredible buildings;Hofburg Wien;4,7
3;Dreckige Kaffeetasse. Der Kaffee selbst ist aber in Ordnung;Hofburg Wien;4,7
5;Braucht man ein wenig Zeit sehr sch�n;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Nice atmosphere;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;"Sencillamente espectacular. Parece mentira que estas colosales edificaciones hayan supervivido al tiempo y sobre todo al hombre. Vaya edificios se construian antes. Merece la pena verlo y disfrutar de ello!! Enhorabuena al Ayuntamiento y al pueblo austriaco por cuidarlo.
Simply spectacular. It seems incredible that these colossal buildings have survived time and especially man. Go buildings were built before. It is worth seeing and enjoying it! Congratulations to the Town Hall and the Austrian people for taking care of it.";Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Mycket intressant och sp�nnande;Hofburg Wien;4,7
1;Ab 16.30 Uhr kein Einlass mehr in das Sissi Museum, das sollte auf die Internetseite angezeigt werden. Als Tourist sieht man nur die �ffnungszeit bis 18.00 Uhr und wir waren nicht die einzigsten Interessenten, welche noch ins Museum wollten, weggeschickt wurden und entt�uscht waren.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;??? ?????? ???????? ????????? ????????? ?????, ??????????? ??? ?? ????? ?????????? ?? ?????. ??? ??????? ????????? ???????????? ????? ????????As soon as the waiters arrive to take the order, almost immediately the order appears on the table.  Hofburg itself is embellished with a historic place.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;??????????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;I've seen the palace outside and it was beautiful. A must see for Vienna;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Centre culturel �questre.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;Muy  bonito,pero ninguna libertad de hacer v�deos o fotos,es lamentable;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Amazing palace. Good to know Sissi's story.;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Definitely worth a visit to complete the visit to Vienna;Hofburg Wien;4,7
5;Ich finde die Hofburg ist f�r jeden ein Erlebnis das Anzuschauen.;Hofburg Wien;4,7
5;????? ?????????????? ?????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;??????????! ?????????????! ???? ?? ??????? ?? ????? ???????!;Hofburg Wien;4,7
5;One of the best architectural wonders;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;We are thinking seriously to come back. Is too much to see and appreciate in one trip, a good week in Vienna ..... that's the deal. So much history and things to discover. Amazing!;Hofburg Wien;4,7
5;"Superbe
A voir a Vienne";Hofburg Wien;4,7
5;Sev�rt Sisimuseum och silvermuseum. Avs�tt minst 2 timmar f�r detta bes�k.;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Sehr sehenswert.;Hofburg Wien;4,7
5;Incre�ble lugar!!!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Heel mooi;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;"The Sissi museum has very narrow corridors and the guided groups stopped and crowded them. Very hard to keeping moving. Plus there was very hot inside.
Kind of a disappointment...";Hofburg Wien;4,7
5;Imperd�vel,;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;"Beautiful place, beautiful palace, a must visit in Vienna. Austria is a really beautiful country and Vienna is a pearl of it. Every corner is breathing with history and historical events that took place quite some time ago.
Hofburg is great and find time stroll around, through and inside this palace.
I had amazing experience!
Enjoy)";Hofburg Wien;4,7
5;Tr�s jolie !;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;N�o deixe de vistar o Museu Sissi. Vale o custo da entrada com �udioguia em espanhol para os brasileiros!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Palacio muy bonito;Hofburg Wien;4,7
5;"""Un ruise�or encerrado, pierde la voz, pierde el alma""";Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;O lugar e um sonho! Grandioso;Hofburg Wien;4,7
2;;Hofburg Wien;4,7
5;I absolutely loved this place. It has everything that one wants as a tourist. Scenery, museums, parks and of course beautiful architecture. Simply Amazing;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;??????????? ?????.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;????? ???????? ?????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;� un posto fantastico e romantico;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Sch�n anzusehende Burger mitten im Zentrum von Wien. Mit den Kutschen in der Umgebung f�hlt man sich etwas in der Zeit zur�ckversetzt.;Hofburg Wien;4,7
5;"Come tutti i musei un po' costoso, ma ne vale la pena. � un museo articolato in tre sezioni: il museo dell'argenteria, una sezione per Sissi e gli appartamenti imperiali.
Inclusa nel prezzo � l'audio guida";Hofburg Wien;4,7
5;Primordial a visitar en Vienna, esta dividido en varios museos muy dignos de ver,pero prestad atencion al horario de cierre de cada uno;Hofburg Wien;4,7
5;"Alles maximal gro�, imposant und interessant. In welchem Luxus lebten diese Kaiser fr�her!!
Leider konnten wir mit den Hunden nirgends rein, das ist aber f�r mich ein Grund wiederzukommen, das n�chste mal ohne Hunde.";Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Beautiful place. A must visit in Vienna.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
2;Alles verbaut;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Hammer, ein absolutes Muss, wartezeiten einberechnen;Hofburg Wien;4,7
5;Brutal;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Da visitare che � molto meravigliosa;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Chulo, en esa zona las cosas anta�o las hacian con lujo;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Bei einem Wien Besuch ein mu�!!!;Hofburg Wien;4,7
4;Sehr aufregend und interessant,  jedoch war mir etwas kalt;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Amazing selection of history for you to view. Spent a few hours there.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;??????? ?????????? ?????????, ????? ????? ????? ? ??????????? ???????. ??? ????? ???????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Semplicemente Favoloso!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;The heart of Viena's historic center. The architecture is maginificint, which embodies different eras. But the best attraction are the multitude of statues which are placed all over the square;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;??? ?????? ???? ????? ?????. ?????? ????? ??????, ?????, ?????? ?? ????? ????? ?? ?????? ????? ??? ???????.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;El Palacio impresionante, el Museo Sissi, molan los apartamentos, la cuberter�a y vajilla, m�s flojo;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Museen sind gut, aber man wird nur durchgeschoben. Es sind einfach zu viele Touristen, aber wir waren ja auch dabei.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;????????? ????;Hofburg Wien;4,7
5;Great exposition, well organized;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;"We were overwhelmed by the great number of dishes, candle stands and cutlery displayed in room after room. Sisi and Franz Joseph rooms looked practical rather than flashy. Sisi's belongings remain beautiful, and her clothes were surprisingly thin. If you plan to visit here in the summer, please remember that it can get very hot inside as there is no air-conditioner. (Schoenbrunn Palace is hot, too)
???????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????????";Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;The most valuable buildings with a lot of history in them;Hofburg Wien;4,7
5;"museo bellissimo
audioguida molto chiara nella spiegazione
museo da non perdere!!!";Hofburg Wien;4,7
5;????? ??? ??????. ????? ??????? ??????. ??? ?????? ?? ??????. ???? ???? ?????.;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
1;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Magnifique. Fait parti des incontournables;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;Sehr sehenswert, ein Mu� f�r jeden Wien Touristen;Hofburg Wien;4,7
5;?????;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;So beautiful place for visiting and enjoy;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;�ok g�zel bah�esi var;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;???????? ????????? ???????????!;Hofburg Wien;4,7
4;Muy interesante,  y grandioso..;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Wszystko robi wra?enie.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;ein Muss f�r jedes Sightseeing in Wien;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Tolle Kulisse;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;Beautiful but very very crowded most of the day;Hofburg Wien;4,7
5;Impresionant.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Visitarlo � meraviglioso!;Hofburg Wien;4,7
5;??????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Viena imperial;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;Buildings are very grand, look for Spanish Riding School and book a SEAT;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Geschichte pur. Wenn ich �berlege, was dort schon alles passiert ist... ich liebe es, dieses Gef�hl...;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Magic;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Bacana. Muito bem conservado. Muito organizado o museu. Bom passeio para se tornar mais um f� da rainha SISI. Que � idolatrada na �ustria!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Beeindruckend Kulisse;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;Die Hofburg ist ein Ort, f�r den man sich gen�gend Zeit nehmen sollte, da er sooo viel zu bieten hat.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Magnifique;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;"Situated in the heart of Vienna, the Hofburg Palace chronicles the tale of Austrian history and social changes spanning over 500 years. It served as the imperial residence of many Habsburg monarchs that reign over Holy Roman Empire and neighboring kingdoms and thereafter the seat of emperors of Austria. Today the Hofburg fulfills the same role for the Republic of Austria as the official residence of the President.
The palatial complex received numberous expansions and alternations over the centuries under the order of nearly every ruler who resided there as they became increasingly powerful. As a result, the Hofburg accomendates a variety of architectural styles, from Gothic to Renaissance, Baroco to Neoclassicism.
I would recommend to look towards the Hofburg from Heldenplatz Square to appreciate the grandeur of this architectural complex accentuated against the backdrop of expansive sky.
Be sure to check out a counterpart of the Hofburg, Shc�nbrunn Palace which served Habsburg as their summer palace garnished in Rococo style.";Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;The tour guide could be better. Very confused person.;Hofburg Wien;4,7
5;Lugar precioso que merece la pena visitar si o si.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Impresionante!!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Visitare gli appartamenti della principessa Sissi, esperienza unica, � possibile capire la vita di questa donna fortunata e sfortunata;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Very pompous buildings. Beautiful;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Beautiful place to be, worth visiting.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Love the architecture of all of those historical buildings.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
3;???????????;Hofburg Wien;4,7
5;Ein wundersch�nes Geb�ude, wir sind nur entt�uscht da r�ber, dass �berall Autos und LKW vorstehen und �berall Werbebanner dran gepappt wurden;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;Interessante, pouco acolhedora;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Istorie ?i frumusete! Merita vizitata;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;Prolijamente, conservado, al que  le agrada el tema.;Hofburg Wien;4,7
5;I loved this place;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
5;??????? ? ???????? ???????!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
3;Interessante, organizzato bene, un museo classico;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Historical place;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Bel posto,molto ordinato e pulito;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;???????)));Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Museo di un discreto livello;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Sve pohvale;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Csod�latos hely!;Hofburg Wien;4,7
5;"Fotocopia in piccolo del castello estivo in pieno centro citt� si torna a respirare la storia.
Da andarci sicuramente. Nonostante fosse agosto poca coda all 'ingresso.
Da non perdere il museo degli argenti imperiali!";Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Nur Fotografiert;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Very beautiful palace and museum;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Un lugar imprescindible en Viena. Pero mi opini�n: mucho m�s recomendable visitar el entorno del palacio y pasear por los alrededores y los bulevares exteriores, que visitar su interior.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;???????Sisi?????????????????????????15??????Sisi??????????????????????????????????????????????????????????????????????????????????????????????90?120?????????????????????????????????60????????????????????????????20??????????????15????????????????????????????????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Amei;Hofburg Wien;4,7
5;??????????;Hofburg Wien;4,7
5;Stoj� za n�v�t?vu kdy� se sem dostanete. Doporu?uji.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Edif�cio lindo, um must....;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;Amena visita;Hofburg Wien;4,7
3;Puisto kaunis. Museo j�i n�kem�tt�, kannattaa varata aikaa. Kiva kahvila.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Incontournable;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;??????? ? ?????????????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Me encant�;Hofburg Wien;4,7
5;"el museo sisi muy interesante. precioso. pero la escuela de equitacion es un fiasco y de lis grandes.
la gente abandonaba el sitio a medio espectaculo";Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;?????????? ????????? ? ???????????. ????? ????????? ? ????? ?????.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Nostalgie;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Beeindruckend, Geschichte pur;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;Sehr Interesant;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;An other world experience.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;???? ??????? ? ???????? ?????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
3;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Im Zuge einer selbstorganisierten Radtour von au�en besichtigt, wie alles in Wien sehr sch�n und sehr �berlaufen!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;N�o foi o melhor que j� vi , mas vale a visita .;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
4;Chi viene a Vienna deve visitare questo bellissimo posto ovviamente sempre tutto oranizzato con eccellenza e  come tutti i posti culturali di Vienna  un po caruccio;Hofburg Wien;4,7
5;The entire complex and all the museums located there are worth seeing. The imperial treasury, the Sisi museum, the Imperial residence are all worth a visit. And of course the Spanish Horse riding school.;Hofburg Wien;4,7
5;Die Geschichte dahinter ist echt interessant;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Very impressive. Much nicer than the Sch�nbronne Palace. Several points of interest close together. A must see for Vienna.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;En fantastisk uppvisning dressyr p� spanska ridskolan.;Hofburg Wien;4,7
5;Amazing;Hofburg Wien;4,7
5;Vuoi andare a Vienna e non visitare i luoghi dove lei ha vissuto? Tappa obbligatoria e comunque piacevole. La storia della famiglia, ma soprattutto le stanze e gli arredi sono di interesse.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Muy recomendable.;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;????? ?? ? ?????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;A t�rt�nelem megelevened�se,pomp�zatos,leny?g�z? , attrakt�v,gazdag ki�ll�t�sokkal,�lm�nydus utaz�s a t�rt�nelemben!!!;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Sehenswert;Hofburg Wien;4,7
5;Ein Muss f�r Pferde-Liebhaber;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;Mucha historia totally worth it! Con acceso a audiogu�a lo que hizo la visita mucho m�s interesante;Hofburg Wien;4,7
4;Vienna is full of architectural buildings! This is one of the example of good architect!;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
3;La Vienne aristocratique par excellence.;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
5;Me encant�;Hofburg Wien;4,7
5;????? ???????;Hofburg Wien;4,7
5;;Hofburg Wien;4,7
4;;Hofburg Wien;4,7
5;?????????? ??????????, ??????? ??????? ???????????? ??? ?????. ?????????? ????????, ??????? ?? ?????????? ??????????? ???????????, ? ??????? ?????? ???????? ? ??????? ???????;Hofburg Wien;4,7
