text;stars
jack daniels n coke costs 10,50;1
Unglaublich;5
Wollte mit zwei Kollegen dorthin gehen aber wurden ohne Grund nicht reingelassen;1
Das melhores discotecas , recomendo, tudo impec?vel desde o staff aos seguran?as. Os pre?os tamb?m s?o razo?veis.;5
;5
;1
;5
;5
;5
One of the biggest clubs I've been to, great installations, stages and overall good vibes. Disclaimer: it is very pricey and it is not very covid friendly, even tho they check your covid passport, so go at your own risk. Drinks there also won't be cheap so keep in mind. I recommend going here at least ones if you're in Vienna.;5
Wir wollten nur einen entspannten clubbesuch wie immer haben, aber die Gaderobe hat ma?los entt?uscht. 1 Stunde Wartezeit, eine falsche Jacke bekommen und selber auf geheim reinklettern m?ssen, um die eigene zu suchen und das zu Coroni Zeiten?. Danke Prater Dome!;1
;4
Very cool;5
Konnte meine Rechnung nicht bezahlen mein  Handy wurde ?ber 4-5Tage einbehalten. eine Frechheit! es muss doch irgendeine m?glichkeit geben das auch am n?chsten tag direkt zu kl?ren! Barkeeper und T?rsteher waren eig nett Musik Trotzdem nicht mein fall.;2
;5
? ? ????? ???? ??? ?????? ???????? ? ????? ?????? ????? ??????????. ???????? ????-?? ??? ????????, ?? ????? ???????? ???????? ???? ? ?? ?????? ????????? ??????? ? ??? ?????, ??? ? ??????? ?? ?????????. ????? ?????? ?? 30-40 ??????, ?????-?? ?????????;4
;4
"Sehr starke Discothek!!

+ verschiedene Bereiche mit Musik - Techno, RnB / HipHop, Oldies / Pop / Rock

+ gut organisiertes und kompetentes Personal

+ T?nzerinnen zur Motivierung / Animierung im Techno-Bereich

+ Getr?nke-Preise sind in Ordnung

+ Bezahlung beim Eintritt und beim Verlassen (Anfallende Getr?nkekosten etc werden auf einer Karte, die man beim Eintritt erh?lt, abgespeichert)

- an ""guten"" Tagen muss man sich auf l?ngere Wartezeiten beim Einlass einstellen";5
Wir wollten gerne feiern gehen, kommen eig aus Deutschland, aber sind auf den Prater Dome gesto?en. Die Bewertung waren erstmal sehr verschreckend, aber wir finden, dass diese alle nicht zutragen. Personal, inklusive T?rsteher sehr nett! Trinken klar etwas teuer, aber typische Club Preise! Musik war geil & die Location war mega besonders und super gro?, wir sind etwas traurig dass wir so einen Club nicht bei uns haben, probiert es f?r euch aus! Zudem Thema Rassismus konnten wir auch nicht feststellen, zudem sind fast alle T?rsteher selbst ausl?ndisch :);5
Kann die Probleme einiger hier nicht best?tigen, bei uns lief alles einwandfrei. Gute Musik und gute Stimmung, war insgesamt ein absolut wilder Abend;5
Parecia un castillo, me senti como un principe;1
;4
;5
"Ich war gestern dort, nach 1 Stunde Schlange habe ich meine Ausweis gezeigt und es wurde mir gesagt dass ich nicht rein darf, ohne Grund, ich habe es gefragt und die haben nur gesagt ""heute nicht""
Alle meine Freund waren vor mir, die haben alle bezahlt und konnten nicht mehr raus und ich bin der einzige dass nicht rein gekommen ist.
Ich finde es wirklich frech dass nach so eine schlagen, darf man einfach nicht rein kommen und die geben keine Grund daf?r.";1
Gr??ter Club mit vielen floors.;5
"Ansich ein richtig cooler Club aber die T?rsteher sind absolut ungut und die Situation bei den Garderoben eine Frechheit. Wir sind 2 h angestanden um hinein zu kommen. Die Leute haben sich rechts und links vorgedr?ngelt, T?rsteher haben kein Wort dazu gesagt und sind uns dann bl?d gekommen weil wir bei den Garderoben auf Freunde gewartet haben. Beim Heimgehen mussten wir eine weitere Stunde auf unsere M?ntel warten. 3 Mitarbeiter sind bei der Garderobe rumgestanden und haben nichts getan. Auf unsere Frage ob sie uns nicht die M?ntel geben k?nnten kam die Antwort ""nein wir nehmen nur die gr?nen Tickets "". Absolute Katastrophe. Von Organisation nichts zu sehen";2
;1
"Place would be ok. One could enjoy their night there if the ?DJ? would be able to play any music longer than 20 seconds without switching to something completely unrelated ands different. Really, just start any top hits spotify playlist and it would be waaay better than this?.
The insanely sticky floor with glass shards and the crowd doesnt help either.";2
Buen lugar, buen ambiente;4
Gut aber schade das es die Automaten mit Bier nicht mehr gibt das war sehr praktisch!;4
;5
Katastrofa;1
;3
Spitzen Disse;5
T?rsteher schauen ?ber Toilettenw?nde;1
;3
;1
;5
Einer der besten Clubs in ganz Wien. Gut erreichbar dank Praterstern, die Musik trifft genau meinen Geschmack und man bekommt dank der 2G Regel wieder das Gef?hl frei zu sein und so richtig feiern zu k?nnen. Vorallem gef?llt mir der ?u?ere Bereich, vorallem wenn man mal kurz Luft schnappen m?chte. Die Getr?nke sind auch sehr gut und die Barkeeper sehr Kundenfreundlich. Komme gerne und wieder;5
;3
Eh guter Club;4
"War lange nicht mehr da, aber zu meiner ?berraschung: Keine st?renden und streits?chtigen ""anders-wurzeligen"" G?ste (mehr). Seit Jahren der angenehmste Besuch. Corona hat auch seine guten Seiten.
Bin mit dem Trinkgeldverhalten nicht ganz einverstanden. Sonst gut.";4
;5
Precio razonable y local inmenso, aunque la m?sica sea un poco igual en todas las salas merece la pena ir al menos un par de veces porque est? bastante bien. Tienen terraza dentro del local.;4
Racist standards for entry;1
;2
;5
;3
"Typischer Masse Club. Kann man gut reingehen, wenn man rotzevoll ist & die Kotze der anderen nicht mehr riecht.
Bei den Klos aufpassen: Bleibt.man am Pissoir stehen, dann putzt die Putzfrau einem einfach pber die F?sse dr?ber";2
;5
;5
;2
;4
;4
;4
Covid Registrierungdamen sehr unfreundlich und passivagressiv gegen Kundschaft. Schlecht gelaunt und ziehen Leute hinunter.;1
Meine Freundin und ich haben gute Erfahrungen mit den T?rstehern gehabt, waren freundlich. Erinnert von der Inneneinrichtung stark an Musikpark. Die Floors sind super. Der gro?e Mainfloor wurde ab ~00:30 Uhr erweitert und mehr Platz zur Verf?gung gestellt. Die Altersspanne war zwischen 18 und ~40 Jahren, dabei waren die < 25 J?hrigen deutlich in der Mehrheit. Ab und zu wurde gerempelt, geschubst und gest?rtzt. Haben wir mit Humor genommen. Musik war top und all bekannt.;5
Schlechteres Stadl everrrr;1
;5
;5
;1
;5
;5
Bester Club in Wien um mal richtig mit Freunden feiern zu gehen. Top!;5
;3
Insano, sigo sin o?r nada, entras normal y sales cocido, buen ambiente.;5
Nice;5
"Security doesnt let us to go inside, while we had corona recover papers.they didnt give us any reason... I asked if we should have a corona test or something. Not. Totally dislike. 1 star its too much for what happenes Last night. They make the selection how they want.
Reviews for another place somewhere in Viena? I would appreciate. Thanks.";1
this is the worst club that i have been in, i had to call the police to got out, security is a scam;1
Droga;5
;4
"Disneyland on the very first day of summer holidays has shorter waiting lines than this club. Once you get inside you'll be welcomed by floor, that's so freaking sticky, that it almost looked intentional. A lot of glass shards everywhere as well so stumbling over someone is not recommended. Inexperienced DJs - mistakenly pausing song right before the drop, then shifting it 10 seconds back, then quickly switching to another song, disappointing everyone who waited for the good part.
TONS of people... I mean... No space at all. Staff barely spoke English. Overall not a great expirience. I actually regret even going there, that 15? entrance fee could have been spent way better.";1
;4
???? ?????;5
Horrible. No recommend this nightclub to anyone that has a sense of music or wants to dance;1
;5
T?rsteher sind sehr Respektlos. nie wieder  eine frechheit;1
;5
I didn't find my identity card in 1 minute so they kicked me out from the line, but i found it before it happened so i proved that i got vaccinated, but they still kicked me out.;1
Nur freche security und rasisstisch;1
The worst club;1
;1
Sehr coole Disco! Ziemlich gro?,  ich glaub 4 floors, Preise sind in Ordnung, aber eher was f?r 16-23 j?hrige!;5
;5
;5
Bel locale, bella musica, bella gente;5
"Nice place with different rooms and music. Also an open air area.
I didn't like that you pay the drinks when you leave. That can lead to surprises.";4
;5
;3
"Bin ohne gescheiten Grund nicht in den Club gekommen!
Komme um 22 Uhr mit FreundInnen hin, stelle mein Rad ab w?hrend sie sich bereits anstellen, dann sagt der Security ich kann mich nicht zu den FreundInnen dazuschummeln sondern muss mich hinten anstellen - nagut. Stell mich 5 Meter dahinter an und schaffe es schlie?lich zum Eingang. Werde nochmal gefragt mit wem ich hier bin? Die Leute die vor 2 Minuten vorbei gegangen sind. Wird mir nicht abgekauft und ich werde zum Ausgang gebeten. Ich frage warum? Sie meint weil sie es sagt. Ich frage soll ich irgendwas ?ndern, und deute auf meine Kleidung. Sie meint gephotoshopped wird hier nicht.
Mit mir sind auch noch ein paar normale gutaussehende Leute aussortiert worden, wo ich mich frage wo das Problem war.... Sowas hab ich auch noch nie erlebt.";1
The worst;1
;5
;4
;1
;4
;5
;5
"There was a lot of secutiry at the place who made sure that everyone who came in had either a vaccination certificate or a PCR. Everything inside was very clean, the staff was proactive and responsive; the music was very good.";5
Amazing. Drinks are fairly priced. They play nice songs. And the people are very nice and talkative. The security is amazing too. I had soooo much fun. Recommend 1000000%;5
Guter Club mit sehr fairen Preisen. Die Musik ist meiner Meinung nach nur 4/5 Sterne.;4
;1
"On paper it's a great club. Three separate dance floors, a rooftop smoking area, multiple lounges. On paper.

But I went there twice, and my second experience was only slightly less miserable than the first. Entry is 10? and the drinks are far more expensive than they should be. Which would be fine if the DJs hadn't been amateurish at best. They kept killing the songs midway and moving to the next, making it the musical equivalent of edging.

The best part for me was at the entrance just before I got in. It was just downhill from there.

Not for me. Will not return.";1
;5
;5
;1
;5
;1
Very crowded;3
;4
Ganz cool, aber viel Proleten;4
;5
"Super Abwechslung in einer Disco, bei Regen wurden Regenschirme verteilt, wir fanden es war ein toller Abend 
Eine von wenigen Clubs mit Plastikbechern dann muss man nicht die ganze Zeit in Scherben steigen";5
"Tr?s peu de queue. Pas de probl?me pour rentrer (code vestimentaire pas forc?ment exig?). 13? l'entr?e mais ?a les vaut (attention si vous ne consommer pas, vous devez payer 3? en plus ? la sortie donc autant boire un coup) Arriv? ? 1.00am, super ! 3 salles, 3 ambiances, pour tous les go?ts. Tr?s grande salle, DJ excellent, pr?station par des danseuses, jeux de lumi?re. Un spectacle pour ceux qui n'ont pas l'habitude de ce genre de discoth?que. Endroit propre. Du respect.

Je recommande !";5
"mir haben 20? f?r meine Rechnung gef?llt musste daf?r mein Handy bei der Kassa lassen bin dann wie mit den Mitarbeiter besprochen schnell das restliche Geld abheben gegangen als ich zur?ck kam um zu bezahlen und mein Handy zunehmen haben sie einfach zu gemacht.
Obwohl sie wussten das ich gleich wieder komme unn?tige aktion die 10min h?tte man noch warten k?nnen.

Gibts eventuel eine M?glichkeit das Handy noch vor Freitag abzuholen?

ich hab ihnen schon 2 Mails geschrieben!";2
Sicherheitspersonal respektlos hoch 1000. Obwohl ich weiblich bin, durchsuchte ein Mann meine Tasche ohne mein Einverst?ndnis. (War bereits drinnen, also ohne jeglichen Grund);1
"Viele verschiedene Floors mit unterschiedlichen musikrichtungen.
Einen offenen Bereich zu Rauchen.";4
;5
;1
;5
;3
;5
;5
Was f?r eine Frechhheit. Einfach grottenschlecht.;1
;1
Einfach immer wieder geil;5
;3
Gutes Ambiente, Getr?nke sind erschwinglich;5
"W?ren die Betreiber nicht so geldgeil und w?rden diese nicht versuchen den Gast bei jeder gelegenheit Geld abzuzocken w?rde ich gerne sogar ?fters herkommen.

Beim Eingang wird eine Plastik Eintrittskarte verteilt die man verwenden kann um drinnen Drinks, etc zu kaufen. An sich eine gute Idee damit man nicht seine Geldb?rse drinnen rumtragen muss w?re doch nicht die Garderobe vor der Kassa. Somit ist das System komplett unn?tig und dient nur dem Betreiber was, welcher gleich einmal 140? Bearbeitunggeb?hren verdient wenn man die Karte verlieren sollte. Mit der Karte gekaufte Getr?nke zahlt man dennoch da diese mit einem an der Kassa erstelltem ""Ausweisfoto"" verbunden ist. Dasselbe passiert wenn man die Garderobenkarte verliert. (Will nicht wissen wie das aussieht wenn einem die Geldb?rse hier gestohlen wird, denn dann hat man sogar noch mehr schulden an den Club ab 140? aufw?rts.)
Eintritt war letztens 10? (im Voraus beim Eintreffen zu zahlen) + 3? Mindestkonsum (beim Heimgehen zu bezahlen). Mit der Bankomatkarte darf man nur ab 10? zahlen (steht niergends angeschrieben) und falls man dieses nicht erreicht hat muss man entweder Bargeld auftreiben oder es wird auf 10? ""aufgerundet"".

Der Club an sich selbst ist voll nice. Geile Lichtershow, gute Soundanlagen, mehrere Dancefloors mit diverser Musik, Rauchergarten mit Betten und Jaccuzis, bezahlte T?nzerinnen am Main floor, gute Musik/Djs, etc...
Drinks sind etwas h?her bepreist als in anderen Wiener Clubs aber das geht noch voll in Ordnung.";4
"It's super big and very cozy, also they have pretty nicely organised system of paying for drinks : you get the special card on the entrance,  where all your drinks goes,  and then you pay for all your drinks together at the exit.
There are several mini clubs, with its own bar and music, so there is a big chance that you will find a music that you like there. Although, since there is a lot of pop music, there are lot of teenagers there, I know that some people don't like clubs with teenagers, so it's a warning for you, but I spent really nice time there and met people from different age groups. I enjoyed the music, alcohol wasn't too overpriced, like in a lot of places it is. A lot of space to dance and to sit and very interesting design. Honestly design is one thing that you should at least give it a shot and take a look at it!
There is also a really romantic and nice rooftop, but unfortunately it's a smoking area so the cigarette smell spoils it in this rooftop.
But I definitely recommend to at least try, I think everyone can find here something from their taste!";5
;4
;1
;5
War eigentlich ganz gut nur der dj kann keine geilen ?berg?nge,;3
;5
;3
;5
;5
Sehr geile Nacht dort gehabt! Gehe immer wieder gerne hin.;4
;4
;2
;1
Komplett ?berf?llt man kann sich nichtmal bewegen abnormal!!;1
;4
I wish someone had warned me that this club was full of kids ~16-18. Very young crowd, kinda cringe, too many tik tok teens. I will say it?s a big place with a cool set up but just not what I was looking for. Music was ok but could?ve been better. It also took us 30+ mins to exit because of the card situation. I guess I?ll say don?t come here if you?re above 18/19 and looking for a good club/night out in vienna;3
;4
;5
War heute dort. Meeeega geiler Abend, super Leute, alle gut drauf alle super am feiern. TOP TOP TOP!;5
;2
;5
Genauso sch?n in Erinnerung gehabt wie damals. Primitive Testo gepumpte und als Kind vernachl?ssigte ausl?nderfeindliche T?rsteher. Nach 1 1/2 Jahren lockdown darfst du mit frischen Seiten und Hemd h?ren: Heute nicht ohne einen Grund zu geben. Nur weil ein Blick auf den Ausweis gesetzt wurde und man gesehen hat, dass der Vorname weder mit Phillipp, Alex, Felix, Max,Marcel beginnt. Wenn ihr euch ausgegrenzt f?hlen wollt bzw ned ein Teil der ?sterreichischen Gesellschaft, dann geht zum Praterdome.;1
;1
;3
;5
"Die T?rsteher oder m?chtegern Personensch?tzer extrem unh?flich!!
Wir kommen aus der Steiermark und wollten diese Discothek mal anschauen... Bei uns gibt es das Wort H?FLICHKEIT noch, wurde bei dieser Diskothek abgeschafft!! NIE MEHR";1
;4
komischer dresscode keine shorts erlaubt..;1
;1
;5
Einer meiner Lieblingsclubs :) Jedes mal ein echtes Erlebnis!;5
NICHT EMPFEHLENSWERT;1
;5
Super;5
;5
;4
;4
;1
;4
;4
;5
;4
It's big!;5
;5
Club selber ist gro? mit 3 verschieden Dancefloors und 2 Chill Areas. Das typische T?rsteher Problem ist hier auch aber sonst ein super Club zum fortgehen;4
;5
"Best Club in Town

Freue mich wenn ihr wieder aufsperrt";5
Super locatie;5
;5
Gostei muito do local. O Seguran?a tentou me pregar uma pe?a, dizendo que era festa reservada.;5
;3
;4
best bigroom club in town;5
;1
;3
Nicer Club mit vielen Areas. Nicht zu voll und die Barkeeper sehr nett. Das Bezahlsystem hat seine guten und schlechte Seiten.;5
;1
Its a fantastic place;5
;5
;5
;5
;2
"Preis-Leistung TOP! Musikalisch leider sehr unflexibel und un-kreativ geworden. 0815 EDM. Daf?r Wahnsinns Sound- und Lichtanlage.
Ich w?rde mehr mehr Abwechslung und auch mehr Mut f?r neues/alternatives w?nschen. Dennoch einer der besseren Clubs in Wien.";3
;4
;5
;5
;4
;5
;4
;5
"F?r jeden etwas dabei !
Leider etwas lange Wartezeiten bei den Getr?nken";4
;5
;3
"War seit ca 8 Jahren nicht mehr dort.
Vor 2 Wochen nach sehr langer Zeit mal wieder....mir kommt es so vor, als w?rde der T?rsteher jeden reinlassen auch wenn die grad mal 13-14 Jahre sind. Das einzig Gute am Praterdom das es 3 verschiedene R?ume mit gibt... Stadl/Techno/Hip Hop R'n'B. Die Musik war ned so schlecht, nur hat fast keiner getanzt... Meiner Schwester und mir war es egal, wir haben die ganze Zeit die wir dort waren geshakt 
Wie wir heim gefahren sind haben wir uns ausgemacht ?berall fortzugehen, nur ned Praterdom";2
;3
Place for rich Austrian kids. Sve u svemu veoma zanimljivo mesto. Ima puno soba/stejd?eva sa razli?itim ?anrovima muzike. Cene manje vi?e standardne. Puno pijanih mladih. Poseduju otvorenu terasu za pu?a?e, cigareta naravno hehe;4
Super location,sehr nette Personal,verschiedene Bars,super Cocktails,Musik auch Top,freundliche G?trenke Presisse,wirklich mussma besuchen;5
;5
Super vieta...geras tusas gera diskoteka !!!;5
"Unfreundliche t?rsteher, unfreundliches Personal, auch dieser Club n?hert sich immer mehr den Abgrund, nicht auf Grund der Musik oder der location sondern schlicht, weil das Personal einfach nicht qualifiziert genug ist. Die T?r Steher nutzen jede erdenkliche m?glikeit aus ihre St?rke zu beweisen und das auch gegen Frauen und das ist f?r mich ein Grund diesen Club nie wieder zu besuchen.
Es sollte dringend ?berlegt werden die t?rsteher zu wechseln!!! Die Kellner sind nat?rlich freundlich so lang es f?r sie Trinkgeld gibt, ist dies nicht der Fall werden sie ganz schnell unfreundlich.Ich hoffe f?r den Besitzer sich diesen Rat zu Herzen zu nehmen den sonst wird dieser Club wegen solcher Sachen untergehen, hier kommt ausserdem noch das Rauchverbot hinzu was ohne hin schon einnahme Bussen nachsich zieht";1
;3
;5
Einfach nur geil;5
Top vorallem wen juicy da izz;5
;4
;5
Nur dumme angesofene Kanal reiniger;1
;5
;4
;4
;3
Hatte nicht so gute Erfahrungen;1
;4
;5
;5
Ci siamo divertiti tantissimo. Ottima musica e bella gente. Tutto perfetto;5
;5
;5
;5
;4
Bellissimo, drink molto buoni e locale grande;5
Till now it's ok.;5
;5
;4
;5
;4
minus;1
;5
;4
;3
;5
;5
;5
;5
;5
Zu Teuer f?r das was gebietet wird;3
;3
;4
;5
Nur junge Leute;3
;5
;3
It's a good atmosphere there to listen and watching the others, but to dance it's not always (not every night) good. It depends on the DJ if the music is good or not. But it's pretty good there :);4
;5
;5
;5
Good place though;5
;5
;4
Nicht unbedingt die Beste Musik aber rie?ige Boxen bei denen man die Musik sp?rt. Mehrere Ebenen und verschiedene Musikrichtungen, also f?r Jeden was dabei. Relativ Teuer aber wahnsinns Stimmung und Licht und Nebel Shows.;5
;5
;4
;3
Foarte fain;5
;3
;5
;5
Mostly 18 years old but still a good music and nice mood, very expensive though;5
Einer der besten Clubs Wiens. Das Rauchverbot hat hier wohl sehr hart zugeschlagen es ist bei weitem nicht mehr so viel los wie fr?her. Die Alternative mit dem Beachfloor ist die beste L?sung. Jedoch ist es einfach nicht mehr das selbe. Preise sind f?r so ein Kaliber eigentlich auch in Ordnung. Die Events sind meistens ganz nett wobei wenn ein ber?hmter Dj auftritt ist mir meistens zu viel los.;5
;2
Leiwand, taugt mir.;5
;5
;1
;4
;5
;5
;5
;3
;4
;4
;5
;5
;5
;5
;5
;3
;5
;4
Dreck miese musik;1
;5
;5
;5
"T?rsteher haben uns nicht reingelassen  wegen serbischer Herkunft..  ohne  ein konkretes grund zu nennen w?rde uns gesagt das wir nicht willkommen sind..
Schlechtester Club in Wien!!!
Nie mehr!";1
;3
;4
Do?? fajna dyskoteka chodzi o wypadzik w weekend ?eby si? zabawi?, do?? przestronnie mi mi?o i przytulnie;4
;5
;5
;5
;3
;2
;2
;5
;5
;5
Nice;5
Toller Club etwas teuer aber org gute Musik;5
Discoteca fantastica! Capodanno 2020 meraviglioso! Sicuramente ci torneremo! Super consigliata per ascoltare ottima musica e bere ottimi cocktail in compagnia!!;5
;5
;5
;5
;5
;1
;5
Gute Location zum Fort gehen, gerne wieder mal!;3
;5
;5
;5
;4
;4
;5
;3
;3
;5
;3
;4
;5
;1
God;5
echt geiler Schuppen;5
;3
;4
F?r Jung und Alt...;5
Hammer;5
;4
;5
"They don't keep their promise.
On Facebook they written that if you are 5 people grup, you receive a free bottle of vodka, but when we arrived there they didn't want to apply this offer for us.";1
Immer wieder ein Erlebnis! Top zum feiern! Vorallem beim Juicy-Event!!!;5
;4
;5
;1
;5
Bin no immer do;5
;5
The waiter in the first bar was so rude, didn't ask for what whiskey then argue when I said I want other and treat me with so much disrespect. The drinks are too little, had to pay 3 to have a normal one.;3
;4
;5
;5
;4
;5
;3
;4
;5
;5
;1
????? , ????? ???????? ????????;5
;4
;5
wow. really unfriendly staff at front doors. if they hate nightlife they should change jobs. expensive drinks, just as usual in city clubs. very few people for a saturday night, guess that says it all. music was acceptable.;1
;1
;3
;1
;5
naja;2
;3
;4
;4
;5
;4
Two tumbs;5
;4
;3
Ist ganz ok;3
;1
;5
;5
;5
Mal was anderes als ADC (A Dance Club). Gibt mehrere DF (Dance Floor), und es ist f?r jede Musikrichtung was dabei. Einfach hin gehen und Party machen.;4
;5
Klos putzen;4
Toll Platz;5
;5
Wir haben Geburtstag  gehabt (ein von uns in Oktober, ein von uns November, eine bon uns in December) und Securiity hat uns nicht eingelassen zu feiern.. wir waren sch?n (mit Hemd, Anzug und so weiter..) umgezogen, und trotzdem konnten wir nich in die Club nicht hineingehen, was wir nicht verstanden warum, Security sagte uns Sie sind nicht voll, aber heute geht nicht..;1
"Habe dort Geburtstag gefeiert was schon ?fter der Fall war und mein Mann wurde von einem Security dann an die wand gedr?ckt wie ein schwer Verbrecher  die Schulter ausgekegelt die Treppen hoch gesto?en beschimpft, ich w?rde nach dem ich sagte das sei mein Mann total grob angefasst auch raus gezerrt !

Wir gehen da schon seit 10 Jahren hin es gab nie Probleme aber in letzter Zeit wird der einst tolle Club zu einer missen Absteiger H?tte !";1
;3
;3
;4
Security, die ohne Grund handgreiflich gegen?ber G?sten (auch Frauen) werden. Professionelles Personal sieht definitiv anders aus.;1
;5
;5
;5
;5
At?ta merit?.;1
;3
immer eine gute Stimmung und h?bsche M?dchen;5
Es fehlen Weiber;5
Freundliches Personal, gute Preise, gro?es Areal, Reservierungen laufen immer problemlos ab. Ein empfehlenswerter Club.;5
Also. ich bin schon fast 40 und besuch den Club schon seit einigen Jahren. Ich hatte noch nie Probleme mit dem Personal. Alle super freundlich. Egal ob Garderobe, Security oder an der Bar. Hab dort schon einige legend?re Partys gefeiert. Zu den negativen Bewertungen kann ich nur sagen: Versucht es mal mit Gr??en an der T?r, Bitte und Danke an der Bar wirkt wunder. Es gibt einige Zivile Securitys im Innenbereich. Somit haben St?renfriede und Schl?ger keine Chance. Gro?es Lob. Es wird sehr effizient gearbeitet. Hab auch schon sehr viele Leute dort kennen gelernt. Wie man in den Wald ruft kommt es zur?ck. Mit guten Manieren ist man dort gerne gesehen.;5
;5
Das Personal war sehr unh?flich! (T?rsteher, Kassadamen);2
Wurde bis jetzt immer reingelassen. T?rsteher freundlich wenn man sich nicht daneben anstellt. Bartender hat viel Vodka gef?llt beim Redbull. Das problem ist viel zu viele Weiber die unter 18 ausschauen und alles ?sterreicher sind. Hab kein Problem damit, nur  abwechslung w?re toll.;4
We were 5 friends just coming to have a good time, we paid 10 euros for a cab to get to the place just to be told that it's a private party for company workers. We asked them what companies are present, just to be lied to in a really poor manner using broken english. 3 of us were a bit darker in the sking so we did not get in, and 2 of us that are a bit more light skinned got in with no problems. No idea why racist places still exists in first world countries such as Austria. Won't recommend going for anyone that does not look like a typical Austrian man/woman.;1
"We were 5 guys, 2 white dudes and 3 brown, with beards and mid-eastern look. They let the 2 white in and the other 3 was not allowed to get in. They speak poor english, and the excuse they gave us is that it was a private party, so we asked why'd you let our 2 friends in and he just answered: ""im the boss""
So I guess if you dont look like the Austrian avg guy you cant get in. F*.ing racists. Wont recommend! Also our friends said that past 02:30 am the club was dry and empty";1
;1
;1
Ist nett ^^;5
;5
;2
Decent night club only they should stop playing techno. That really ruins the party. But apart from that I would recommend it. Only downside is that there are always a bunch of tokkies;3
;1
;4
;5
"Schlechtester Club in Wien mit dem schlechtesten Personal der Welt.
Die T?rsteher lassen mich nicht rein weil ich Ausl?nder bin.";1
Kindergarten, und im Tanzmusik Bereich wird keine Tanzmusik gespielt. Dazu haben Jugendliche neben mir geraucht und was will ich garnicht hier mitteilen. Bei der Garderobe ist das Personal unfreundlich und schaffen es nicht mal den Mantel zur richtigen Nummer zu h?ngen die man bekommt. Die ?lteren Leute die wirklich Geld dalassen w?rden, spielen sie hinaus. F?r Wien Besucher nicht empfehlenswert und sollten sie Jugendliche mit haben die Dome besuchen m?chten, w?rde ich abraten.;1
;5
;5
Sehr coole Disco, super Musik;5
;1
;5
;5
;3
;5
;5
;5
;5
Enamorado de esta discoteca. Estaba haciendo el interrail con unos amigos y en Viena decidimos pasar a esta discoteca, fue un acierto por completo. La seguridad y los camareros muy amables, la m?sica genial. Hab?an 4 o 5 salas muy grandes y bien ambientadas. Tendr? que volver alguna vez;5
;5
;5
;5
;5
;4
;1
;3
Wer auf House und fette Beats steht ist hier richtig, das Klientel ist zwar nicht sehr berauschend, jedoch macht die Musik dies wieder wett.;5
;4
;5
The people that work there are not nice at all, the girl at the entrance was very rude to us. The place itself was empty of people, so we left after 15 min.;1
;5
;3
;5
;4
;4
Posto molto carino.. suddiviso in pi? piste con differenti musiche ... all'avanguardia anche sul beveraggio(dispone di distributori self birre e bevande) zona molto bella ....media et? locale,unica pecca 23/25 anni....consigliato!;4
Ganz cool, 3 B?hnen und auch sonst hat es Spa? gemacht :);4
;1
;5
;3
;1
;1
;3
Super zum Feiern und Tanzen;5
;5
;4
;1
;4
;5
Super Stimmung und genug Platz und floors das jeder das findet was er will;4
;4
;1
;5
;4
;5
;5
;4
Very nice club with different scenes, different types of music, beautiful people and good vibes !;5
;5
;5
Cool aber ?berf?llt;5
;3
;2
Deffinitiv kein Ort um seine Kinder hingehen  zu lassen;1
;5
;5
Disco ist besser als ihr Ruf. An manchen Tagen ist es echt leer dort, aber wenn dann mal was los ist, dann kann man da echt gut feiern gehen! Durch die mehreren Floors ist auch f?r jeden Musikgeschmack etwas dabei!;4
Sehr sch?ner und gut ausgestatteter Club;5
;5
;4
;4
;5
;4
;5
;5
Dj geh?rt ausgetauscht! Er wechselt die lieder auf der main stage viel zu schnell. Zuerst macht er einwn scharf und dann haut er ein chilllied rein.;2
;5
;5
;5
Best night ever;5
;5
We went only to see kshmr and it was really good. I lost my ticket and the staff helped me with the entry. The prices are affordable but the paying system that you have to pay for everything at the exit is a bit slow. Te design is nice but I missed the open air smoking area.;5
;1
;2
??????????! ???? ??????????! Einfach toll,  empfehle allen!;5
;1
;5
;3
;1
;5
;5
;5
;5
Schade das man hier nach 10 Flaschen an einem Abend nicht anders behandelt wird wie alle anderen.;3
;4
Das Publikum ist sehr eigen;2
;1
Pricey, u freindly, no guests on thursdays;1
Eintritt bei leerem haus und nur einem floor = 8,- und dann noch zahlen f?rs Rausgehen (2,-) und nat?rluch garderobe auch, und dann ost das personal nat?rlich noch extra nett typisch lustiges woche teilen;1
Bo?te plut?t quelconque, fr?quentation moyenne, vous payez ? l'entr?e ET ? la sortie si vous n'avez pas consomm?... ? ?viter donc;1
sehr gut!;5
Discoteca enorme, rinomata per essere la pi? grande d'Austria. Locale molto bello, luci top, numerose sale, bar enormi. Caratteristica per? che mi ha contrariato: si fuma all'interno. Dopo un po' si inizia letteralmente a lacrimare.;4
;5
;3
Dome is home;5
Ok;5
Eine der besten Discos der Stadt.;5
;3
Hat alles was eine Gro?raumdisko ben?tigt. F?r jeden Musikgeschmack was dabei.;5
Top gerne wieder;5
Riesig mit geilen Floors;5
;4
;4
;1
;5
Wow. I?m never hard a worst time. The waitresses we?re rude and the drinks were weak (and overpriced) . All I did was check my coat and got charged $30. Absurd.  I was there for $20 maximum. All I can say is, do not support this institution.;1
;5
;4
